YEARID	PARENTSTANDARDIDENTIFIER	IDENTIFIER	NAME	DESCRIPTION	SUBJECTAREA	CONVERSIONSCALEID	GRADESCALEITEMDCID	ISASSIGNMENTALLOWED	ISACTIVE	DISPLAYPOSITION	ISCOMMENTINCLUDED	MAXCOMMENTLENGTH	PRIMARYCOURSES	WEIGHT	ISCALCBYLOWERSTANDARD
32	MDM	MDM.B	Strand: B - PROBABILITY DISTRIBUTIONS	PROBABILITY DISTRIBUTIONS	Mathematics	22532	2173	1	1	220	0	4000	MDM4U1,MDM4U1B	1	1
32	MDM.B	MDM.B.1	B.1 - Understanding Probability Distributions for Discrete Random Variables	demonstrate an understanding of discrete probability distributions, represent them numerically, graphically, and algebraically, determine expected values, and solve related problems from a variety of applications;	Mathematics	22532	2473	1	1	221	0	4000	MDM4U1,MDM4U1B		1
32	MDM.B	MDM.B.2	B.2 - Understanding Probability Distributions for Continuous Random Variables	demonstrate an understanding of continuous probability distributions, make connections to discrete probability distributions, determine standard deviations, describe key features of the normal distribution, and solve related problems from a variety of applications.	Mathematics	22532	2473	1	1	222	0	4000	MDM4U1,MDM4U1B		1
32	MDM	MDM.C	Strand: C - ORGANIZATION OF DATA FOR ANALYSIS	ORGANIZATION OF DATA FOR ANALYSIS	Mathematics	22532	2173	1	1	230	0	4000	MDM4U1,MDM4U1B	1	1
32	MDM.C	MDM.C.1	C.1 - Understanding Data Concepts	demonstrate an understanding of the role of data in statistical studies and the variability inherent in data, and distinguish different types of data;	Mathematics	22532	2473	1	1	231	0	4000	MDM4U1,MDM4U1B		1
32	MDM.C	MDM.C.2	C.2 - Collecting and Organizing Data	describe the characteristics of a good sample, some sampling techniques, and principles of primary data collection, and collect and organize data to solve a problem.	Mathematics	22532	2473	1	1	232	0	4000	MDM4U1,MDM4U1B		1
32	MDM	MDM.D	Strand: D - STATISTICAL ANALYSIS	STATISTICAL ANALYSIS	Mathematics	22532	2173	1	1	240	0	4000	MDM4U1,MDM4U1B	1	1
32	MDM.D	MDM.D.1	D.1 - Analysing One-Variable Data	analyse, interpret, and draw conclusions from one-variable data using numerical, graphical summaries;	Mathematics	22532	2473	1	1	242	0	4000	MDM4U1,MDM4U1B		1
32	MDM.D	MDM.D.2	D.2 - Analysing Two-Variable Data	analyse, interpret, and draw conclusions from two-variable data using numerical, graphical, and algebraic summaries;	Mathematics	22532	2473	1	1	243	0	4000	MDM4U1,MDM4U1B		1
32	MDM.D	MDM.D.3	D.3 -  Evaluating Validity	demonstrate an understanding of the applications of data management used by the media and the advertising industry and in various occupations.	Mathematics	22532	2473	1	1	244	0	4000	MDM4U1,MDM4U1B		1
32	MDM	MDM.E	Strand: E  - CULMINATING DATA MANAGEMENT INVESTIGATION	CULMINATING DATA MANAGEMENT INVESTIGATION	Mathematics	22532	2173	1	1	250	0	4000	MDM4U1,MDM4U1B	1	1
32	MDM.E	MDM.E.1	E.1 - Designing and Carrying Out a Culminating Investigation	design and carry out a culminating investigation* that requires the integration and application of the knowledge and skills related to the expectations of this course;	Mathematics	22532	2473	1	1	251	0	4000	MDM4U1,MDM4U1B		1
32	MDM.E	MDM.E.2	E.2 - Presenting and Critiquing the Culminating Investigation	communicate the findings of a culminating investigation and provide constructive critiques of the investigations of others.	Mathematics	22532	2473	1	1	252	0	4000	MDM4U1,MDM4U1B		1
32	S9-12	ME	The Arts - Media Arts	The Arts - Media Arts	The Arts - Media Arts	2205	1180	0	1	200	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME	ME.A	Strand: A - CREATING AND PRESENTING	CREATING AND PRESENTING	The Arts - Media Arts	22532	2473	1	1	210	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1	1	1
32	ME	ME.A	Strand: A - CREATING AND PRESENTING	CREATING AND PRESENTING	The Arts - Media Arts	22532	2473	1	1	210	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.A	ME.A.1	A.1 - The Creative Process	apply the creative process to create media art works, individually and/or collaboratively	The Arts - Media Arts	22532	2473	1	1	211	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.A	ME.A.2	A.2 - The Principles of Media Arts	design and produce media art works, applying principles of media arts and using various elements from contributing arts (dance, drama, music, visual arts)	The Arts - Media Arts	22532	2473	1	1	212	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.A	ME.A.3	A.3 - Using Technologies, Tools and Techniques	apply traditional and emerging technologies, tools, and techniques to produce and present media art works for a variety of audiences and purposes	The Arts - Media Arts	22532	2473	1	1	213	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME	ME.B	Strand: B - REFLECTING, RESPONDING, AND ANALYSING	REFLECTING, RESPONDING, AND ANALYSING	The Arts - Media Arts	22532	2473	1	1	220	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME	ME.B	Strand: B - REFLECTING, RESPONDING, AND ANALYSING	REFLECTING, RESPONDING, AND ANALYSING	The Arts - Media Arts	22532	2473	1	1	220	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1	1	1
32	ME.B	ME.B.1	B.1 - The Critical Analysis Process	demonstrate an understanding of the critical analysis process by examining, interpreting, assessing, and reflecting on media art works	The Arts - Media Arts	22532	2473	1	1	221	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.B	ME.B.2	B.2 - Identity and Values	demonstrate an understanding of how media art works reflect personal and cultural identity, and affect personal, cultural, and community values and their awareness of those values	The Arts - Media Arts	22532	2473	1	1	222	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.B	ME.B.3	B.3 - Connections Beyond the Classroom	demonstrate an understanding of the types of knowledge and skills developed in media arts and how they can be used outside the media arts classroom	The Arts - Media Arts	22532	2473	1	1	223	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME	ME.C	Strand: C - FOUNDATIONS	FOUNDATIONS	The Arts - Media Arts	22532	2173	1	1	230	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1	1	1
32	ME.C	ME.C.1	C.1 - Terminology	demonstrate an understanding of, and use correct terminology when referring to, elements, principles, and other concepts relating to media arts	The Arts - Media Arts	22532	2473	1	1	231	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.C	ME.C.2	C.2 - Contexts and Influences	demonstrate an understanding of the sociocultural and historical contexts of media arts	The Arts - Media Arts	22532	2473	1	1	232	0	4000	ASM2O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.C	ME.C.2.4E	C.2 - Contexts and Influences	demonstrate an understanding of the history and function of media arts in the workplace	The Arts - Media Arts	22532	2473	1	1	232	0	4000	ASM4E1		1
32	ME.C	ME.C.2a	C.2 - Contexts and Influences	demonstrate an understanding of the sociocultural and historical contexts of media arts	The Arts - Media Arts	22532	2473	1	1	232	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	ME.C	ME.C.2b	C.2 - Contexts and Influences	demonstrate an understanding of the history and function of media arts in the workplace	The Arts - Media Arts	22532	2473	1	1	232	0	4000	ASM4E1		1
32	ME.C	ME.C.3	C.3 - Responsible Practices	demonstrate an understanding of responsible practices associated with producing, presenting, and experiencing media art works	The Arts - Media Arts	22532	2473	1	1	233	0	4000	ASM2O1,ASM4O1,ASM4E1,ASM4M1,ASM3M1,ASM3O1		1
32	S9-12	MEL3	Mathematics for Work and Everyday Life	Mathematics for Work and Everyday Life	Mathematics	2205	1180	0	1	200	0	4000	MEL3E1		1
32	MEL3	MEL3.A	Strand: A - EARNING AND PURCHASING	EARNING AND PURCHASING	Mathematics	22532	2173	1	1	210	0	4000	MEL3E1	1	1
32	MEL3.A	MEL3.A.1	A.1 - Earning	interpret information about different types of remuneration, and solve problems and make decisions involving different remuneration methods;	Mathematics	22532	2473	1	1	211	0	4000	MEL3E1		1
32	MEL3.A	MEL3.A.2	A.2 - Describing Purchasing Power	demonstrate an understanding of payroll deductions and their impact on purchasing power;	Mathematics	22532	2473	1	1	212	0	4000	MEL3E1		1
32	MEL3.A	MEL3.A.3	A.3 - Purchasing	demonstrate an understanding of the factors and methods involved in making and justifying informed purchasing decisions.	Mathematics	22532	2473	1	1	213	0	4000	MEL3E1		1
32	MEL3	MEL3.B	Strand: B - SAVING, INVESTING, AND BORROWING	SAVING, INVESTING, AND BORROWING	Mathematics	22532	2173	1	1	220	0	4000	MEL3E1	1	1
32	MEL3.B	MEL3.B.1	B.1 -  Comparing Financial Services	describe and compare services available from financial institutions;	Mathematics	22532	2473	1	1	221	0	4000	MEL3E1		1
32	MEL3.B	MEL3.B.3	B.3 - Borrowing	interpret information about different ways of borrowing and their associated costs, and make and justify informed borrowing decisions.	Mathematics	22532	2473	1	1	223	0	4000	MEL3E1		1
32	MEL3	MEL3.C	Strand: C - TRANSPORTATION AND TRAVEL	TRANSPORTATION AND TRAVEL	Mathematics	22532	2173	1	1	230	0	4000	MEL3E1	1	1
32	MEL3.C	MEL3.C.1	C.1 - Owning and Operating a Vehicle	interpret information about owning and operating a vehicle, and solve problems involving the associated costs.	Mathematics	22532	2473	1	1	231	0	4000	MEL3E1		1
32	MEL3.C	MEL3.C.2	C.2 - Travelling by Automobile	plan and justify a route for a trip by automobile, and solve problems involving the associated costs;	Mathematics	22532	2473	1	1	232	0	4000	MEL3E1		1
32	MEL3.C	MEL3.C.3	C.3 - Comparing Modes of Transportation	interpret information about different modes of transportation, and solve related problems.	Mathematics	22532	2473	1	1	233	0	4000	MEL3E1		1
32	S9-12	MEL4	Mathematics for Work and Everyday Life	Mathematics for Work and Everyday Life	Mathematics	2205	1180	0	1	200	0	4000	MEL4E1		1
32	MEL4	MEL4.A	Strand: A - REASONING WITH DATA	REASONING WITH DATA	Mathematics	22532	2173	1	1	210	0	4000	MEL4E1	1	1
32	MEL4.A	MEL4.A.1	A.1 - Interpreting and Displaying Data	collect, organize, represent, and make inferences from data using a variety of tools and strategies, and describe related applications;	Mathematics	22532	2473	1	1	211	0	4000	MEL4E1		1
32	MEL4.A	MEL4.A.2	A.2 -  Investigating Probability	determine and represent probability, and identify and interpret its applications.	Mathematics	22532	2473	1	1	212	0	4000	MEL4E1		1
32	MEL4	MEL4.B	Strand: B - PERSONAL FINANCE	PERSONAL FINANCE	Mathematics	22532	2173	1	1	220	0	4000	MEL4E1	1	1
32	MEL4.B	MEL4.B.1	B.1 - Renting or Owning Accommodation	gather, interpret, and compare information about owning or renting accommodation and about the associated costs;	Mathematics	22532	2473	1	1	221	0	4000	MEL4E1		1
32	MEL4.B	MEL4.B.2	B.2 - Designing Budgets	interpret, design, and adjust budgets for individuals and families described in case studies;	Mathematics	22532	2473	1	1	222	0	4000	MEL4E1		1
32	MEL4.B	MEL4.B.3	B.3 -  Filing Income Tax	demonstrate an understanding of the process of filing a personal income tax return, and describe applications of the mathematics of personal finance.	Mathematics	22532	2473	1	1	223	0	4000	MEL4E1		1
32	MEL4	MEL4.C	Strand: C - APPLICATIONS OF MEASUREMENT	APPLICATIONS OF MEASUREMENT	Mathematics	22532	2173	1	1	230	0	4000	MEL4E1	1	1
32	MEL4.C	MEL4.C.1	C.1 - Measuring and Estimating	determine and estimate measurements using the metric and imperial systems, and convert measures within and between systems;	Mathematics	22532	2473	1	1	231	0	4000	MEL4E1		1
32	MEL4.C	MEL4.C.2	C.2 - Applying Measurement and Design	apply measurement concepts and skills to solve problems in measurement and design, to construct scale drawings and scale models, and to budget for a household improvement;	Mathematics	22532	2473	1	1	232	0	4000	MEL4E1		1
32	MEL4.C	MEL4.C.3	C.3 -  Solving Measurement Problems Using Proportional Reasoning	identify and describe situations that involve proportional relationships and the possible consequences of errors in proportional reasoning, and solve problems involving proportional reasoning, arising in applications from work and everyday life.	Mathematics	22532	2473	1	1	233	0	4000	MEL4E1		1
32	S9-12	MF10	Foundations of Mathematics	Foundations of Mathematics	Mathematics	2205	1180	0	1	200	0	4000	MFM2P1,MFM2P1I		1
32	MF10	MF10.A	Strand: A - MEASUREMENT AND TRIGONOMETRY	MEASUREMENT AND TRIGONOMETRY	Mathematics	22532	2173	1	1	210	0	4000	MFM2P1,MFM2P1I	1	1
32	MF10.A	MF10.A.1	A.1 - Solving Problems Involving Similar Triangles	use their knowledge of ratio and proportion to investigate similar triangles and solve problems related to similarity;	Mathematics	22532	2473	1	1	211	0	4000	MFM2P1,MFM2P1I		1
32	MF10.A	MF10.A.2	A.2 - Solving Problems Involving the Trigonometry of Right Triangles	solve problems involving right triangles, using the primary trigonometric ratios and the Pythagorean theorem;	Mathematics	22532	2473	1	1	212	0	4000	MFM2P1,MFM2P1I		1
32	MF10.A	MF10.A.3	A.3 - Solving Problems Involving Surface Area and Volume, Using the Imperial and Metric Systems of Measurement	solve problems involving the surface areas and volumes of three-dimensional figures, and use the imperial and metric systems of measurement.	Mathematics	22532	2473	1	1	213	0	4000	MFM2P1,MFM2P1I		1
32	MF10	MF10.B	Strand: B - MODELLING LINEAR RELASTIONS	MODELLING LINEAR RELASTIONS	Mathematics	22532	2173	1	1	220	0	4000	MFM2P1,MFM2P1I	1	1
32	MF10.B	MF10.B.1	B.1 - Manipulating and Solving Algebraic Equations	manipulate and solve algebraic equations, as needed to solve problems;	Mathematics	22532	2473	1	1	221	0	4000	MFM2P1,MFM2P1I		1
32	MF10.B	MF10.B.2	B.2 - Graphing and Writing Equations of Lines	graph a line and write the equation of a line from given information;	Mathematics	22532	2473	1	1	222	0	4000	MFM2P1,MFM2P1I		1
32	MF10.B	MF10.B.3	B.3 - Solving and Interpreting Systems of Linear Equations	solve systems of two linear equations, and solve related problems that arise from realistic situations.	Mathematics	22532	2473	1	1	223	0	4000	MFM2P1,MFM2P1I		1
32	MF10	MF10.C	Strand: C - QUADRATIC RELATIONS OF THE FORM y = ax2 + bx + c	QUADRATIC RELATIONS OF THE FORM y = ax2 + bx + c	Mathematics	22532	2173	1	1	230	0	4000	MFM2P1,MFM2P1I	1	1
32	MF10.C	MF10.C.1	C.1 - Manipulating Quadratic Expressions	manipulate algebraic expressions, as needed to understand quadratic relations;	Mathematics	22532	2473	1	1	231	0	4000	MFM2P1,MFM2P1I		1
32	MF10.C	MF10.C.2	C.2 - Identifying Characteristics of Quadratic Relations	identify characteristics of quadratic relations;	Mathematics	22532	2473	1	1	232	0	4000	MFM2P1,MFM2P1I		1
32	MF10.C	MF10.C.3	C.3 - Solving Problems by Interpreting Graphs of Quadratic Relations	solve problems by interpreting graphs of quadratic relations.	Mathematics	22532	2473	1	1	233	0	4000	MFM2P1,MFM2P1I		1
32	S9-12	MF9	Foundations of Mathematics	Foundations of Mathematics	Mathematics	2205	1180	0	1	200	0	4000	MFM1P1,MFM1P1I		1
32	MF9	MF9.A	Strand: A - NUMBER SENSE AND ALGEBRA	NUMBER SENSE AND ALGEBRA	Mathematics	22532	2173	1	1	210	0	4000	MFM1P1,MFM1P1I	1	1
32	MF9.A	MF9.A.1	A.1 - Solving Problems Involving Proportional Reasoning	solve problems involving proportional reasoning;	Mathematics	22532	2473	1	1	211	0	4000	MFM1P1,MFM1P1I		1
32	MF9.A	MF9.A.2	A.2 - Simplifying Expressions and Solving Equations	simplify numerical and polynomial expressions in one variable, and solve simple first-degree equations.	Mathematics	22532	2473	1	1	212	0	4000	MFM1P1,MFM1P1I		1
32	MF9	MF9.B	Strand: B - LINEAR RELATIONS	LINEAR RELATIONS	Mathematics	22532	2173	1	1	220	0	4000	MFM1P1,MFM1P1I	1	1
32	MF9.B	MF9.B.1	B.1 - Using Data Management to Investigate Relationships	apply data-management techniques to investigate relationships between two variables;	Mathematics	22532	2473	1	1	221	0	4000	MFM1P1,MFM1P1I		1
32	MF9.B	MF9.B.2	B.2 - Determining Characteristics of Linear Relations	determine the characteristics of linear relations;	Mathematics	22532	2473	1	1	222	0	4000	MFM1P1,MFM1P1I		1
32	MF9.B	MF9.B.3	B.3 - Investigating Constant Rate of Change	demonstrate an understanding of constant rate of change and its connection to linear relations;	Mathematics	22532	2473	1	1	223	0	4000	MFM1P1,MFM1P1I		1
32	MF9.B	MF9.B.4	B.4 - Connecting Various Representations of Linear Relations and Solving Problems Using the Representations	connect various representations of a linear relation, and solve problems using the representations.	Mathematics	22532	2473	1	1	224	0	4000	MFM1P1,MFM1P1I		1
32	MF9	MF9.C	Strand: C - MEASUREMENT AND GEOMETRY	MEASUREMENT AND GEOMETRY	Mathematics	22532	2173	1	1	230	0	4000	MFM1P1,MFM1P1I	1	1
32	MF9.C	MF9.C.1	C.1 - Investigating the Optimal Values of Measurements of Rectangles	determine, through investigation, the optimal values of various measurements of rectangles;	Mathematics	22532	2473	1	1	231	0	4000	MFM1P1,MFM1P1I		1
32	MF9.C	MF9.C.2	C.2 - Solving Problems Involving Perimeter, Area, and Volume	solve problems involving the measurements of two-dimensional shapes and the volumes of three-dimensional figures;	Mathematics	22532	2473	1	1	232	0	4000	MFM1P1,MFM1P1I		1
32	MF9.C	MF9.C.3	C.3 - Investigating and Applying Geometric Relationships	determine, through investigation facilitated by dynamic geometry software, geometric properties and relationships involving two-dimensional shapes, and apply the results to solving problems.	Mathematics	22532	2473	1	1	233	0	4000	MFM1P1,MFM1P1I		1
32	S9-12	MHF	Advanced Functions	Advanced Functions	Mathematics	2205	1180	0	1	200	0	4000	MHF4U1,MHF4U1B		1
32	MHF	MHF.A	Strand: A - EXPONENTIAL AND LOGARITHMIC FUNCTIONS	EXPONENTIAL AND LOGARITHMIC FUNCTIONS	Mathematics	22532	2173	1	1	210	0	4000	MHF4U1,MHF4U1B	1	1
32	MHF.A	MHF.A.1	A.1 - Evaluating Logarithmic Expressions	demonstrate an understanding of the relationship between exponential expressions and logarithmic expressions, evaluate logarithms, and apply the laws of logarithms to simplify numeric expressions;	Mathematics	22532	2473	1	1	211	0	4000	MHF4U1,MHF4U1B		1
32	MHF.A	MHF.A.2	A.2 - Connecting Graphs and Equations of Logarithmic Functions	identify and describe some key features of the graphs of logarithmic functions, make connections among the numeric, graphical, and algebraic representations of logarithmic functions, and solve related problems graphically;	Mathematics	22532	2473	1	1	212	0	4000	MHF4U1,MHF4U1B		1
32	MHF.A	MHF.A.3	A.3 - Solving Exponential and Logarithmic Equations	solve exponential and simple logarithmic equations in one variable algebraically, including those in problems arising from real-world applications.	Mathematics	22532	2473	1	1	213	0	4000	MHF4U1,MHF4U1B		1
32	MHF	MHF.B	Strand: B - TRIGONOMETRIC FUNCTIONS	TRIGONOMETRIC FUNCTIONS	Mathematics	22532	2173	1	1	220	0	4000	MHF4U1,MHF4U1B	1	1
32	MHF.B	MHF.B.1	B.1 - Understanding and Applying Radian Measure	demonstrate an understanding of the meaning and application of radian measure;	Mathematics	22532	2473	1	1	221	0	4000	MHF4U1,MHF4U1B		1
32	MHF.B	MHF.B.2	B.2 - Connecting Graphs and Equations of Trigonometric Functions	make connections between trigonometric ratios and the graphical and algebraic representations of the corresponding trigonometric functions and between trigonometric functions and their reciprocals, and use these connections to solve problems;	Mathematics	22532	2473	1	1	222	0	4000	MHF4U1,MHF4U1B		1
32	MHF.B	MHF.B.3	B.3 - Solving Trigonometric Equations	solve problems involving trigonometric equations and prove trigonometric identities.	Mathematics	22532	2473	1	1	223	0	4000	MHF4U1,MHF4U1B		1
32	MHF	MHF.C	Strand: C - POLYNOMIAL AND RATIONAL FUNCTIONS	POLYNOMIAL AND RATIONAL FUNCTIONS	Mathematics	22532	2173	1	1	230	0	4000	MHF4U1,MHF4U1B	1	1
32	MHF.C	MHF.C.1	C.1 - Connecting Graphs and Equations of Polynomial Functions	identify and describe some key features of polynomial functions, and make connections between the numeric, graphical, and algebraic representations of polynomial functions;	Mathematics	22532	2473	1	1	231	0	4000	MHF4U1,MHF4U1B		1
32	MHF.C	MHF.C.2	C.2 -  Connecting Graphs and Equations of Rational Functions	identify and describe some key features of the graphs of rational functions, and represent rational functions graphically;	Mathematics	22532	2473	1	1	232	0	4000	MHF4U1,MHF4U1B		1
32	MHF.C	MHF.C.3	C.3 - Solving Polynomial and Rational Equations	solve problems involving polynomial and simple rational equations graphically and algebraically;	Mathematics	22532	2473	1	1	233	0	4000	MHF4U1,MHF4U1B		1
32	MHF.C	MHF.C.4	C.4 - Solving Inequalities	demonstrate an understanding of solving polynomial and simple rational inequalities.	Mathematics	22532	2473	1	1	234	0	4000	MHF4U1,MHF4U1B		1
32	MHF	MHF.D	Strand: D - CHARACTERISTICS OF FUNCTIONS	CHARACTERISTICS OF FUNCTIONS	Mathematics	22532	2173	1	1	240	0	4000	MHF4U1,MHF4U1B	1	1
32	MHF.D	MHF.D.1	D.1 - Understanding Rates of Change	demonstrate an understanding of average and instantaneous rate of change, and determine, numerically and graphically, and interpret the average rate of change of a function over a given interval and the instantaneous rate of change of a function at a given point;	Mathematics	22532	2473	1	1	241	0	4000	MHF4U1,MHF4U1B		1
32	MHF.D	MHF.D.2	D.2 - Combining Functions	determine functions that result from the addition, subtraction, multiplication, and division of two functions and from the composition of two functions, describe some properties of the resulting functions, and solve related problems;	Mathematics	22532	2473	1	1	242	0	4000	MHF4U1,MHF4U1B		1
32	MHF.D	MHF.D.3	D.3 -  Using Function Models to Solve Problems	compare the characteristics of functions, and solve problems by modelling and reasoning with functions, including problems with solutions that are not accessible by standard algebraic techniques.	Mathematics	22532	2473	1	1	243	0	4000	MHF4U1,MHF4U1B		1
32	S9-12	MP10	Principles of Mathematic	Principles of Mathematic	Mathematics	2205	1180	0	1	200	0	4000	MPM2D1,MPM2D1I		1
32	MP10	MP10.A	Strand: A - QUADRATIC RELATIONS OF THE FORM y = ax2 + bx + c	QUADRATIC RELATIONS OF THE FORM y = ax2 + bx + c	Mathematics	22532	2173	1	1	210	0	4000	MPM2D1,MPM2D1I	1	1
32	MP10.A	MP10.A.1	A.1 - Investigating the Basic Properties of Quadratic Relations	determine the basic properties of quadratic relations;	Mathematics	22532	2473	1	1	211	0	4000	MPM2D1,MPM2D1I		1
32	MP10.A	MP10.A.2	A.2 - Relating the Graph of y = x2 and Its Transformations	relate transformations of the graph of y = x2 to the algebraic representation y = a(x ñ h)2 + k;	Mathematics	22532	2473	1	1	212	0	4000	MPM2D1,MPM2D1I		1
32	MP10.A	MP10.A.3	A.3 - Solving Quadratic Equations	solve quadratic equations and interpret the solutions with respect to the corresponding relations;	Mathematics	22532	2473	1	1	213	0	4000	MPM2D1,MPM2D1I		1
32	MP10.A	MP10.A.4	A.4 - Solving Problems Involving Quadratic Relations	solve problems involving quadratic relations.	Mathematics	22532	2473	1	1	214	0	4000	MPM2D1,MPM2D1I		1
32	MP10	MP10.B	Strand: B - ANALYTIC GEOMETRY	ANALYTIC GEOMETRY	Mathematics	22532	2173	1	1	220	0	4000	MPM2D1,MPM2D1I	1	1
32	MP10.B	MP10.B.1	B.1 - Using Linear Systems to Solve Problems	model and solve problems involving the intersection of two straight lines;	Mathematics	22532	2473	1	1	221	0	4000	MPM2D1,MPM2D1I		1
32	MP10.B	MP10.B.2	B.2 - Solving Problems Involving Properties of Line Segments	solve problems using analytic geometry involving properties of lines and line segments;	Mathematics	22532	2473	1	1	222	0	4000	MPM2D1,MPM2D1I		1
32	MP10.B	MP10.B.3	B.3 - Using Analytic Geometry to Verify Geometric Properties	verify geometric properties of triangles and quadrilaterals, using analytic geometry	Mathematics	22532	2473	1	1	223	0	4000	MPM2D1,MPM2D1I		1
32	MP10	MP10.C	Strand: C - TRIGONOMETRY	TRIGONOMETRY	Mathematics	22532	2173	1	1	230	0	4000	MPM2D1,MPM2D1I	1	1
32	MP10.C	MP10.C.1	C.1 - Investigating Similarity and Solving Problems Involving Similar Triangles	use their knowledge of ratio and proportion to investigate similar triangles and solve problems related to similarity;	Mathematics	22532	2473	1	1	231	0	4000	MPM2D1,MPM2D1I		1
32	MP10.C	MP10.C.2	C.2 - Solving Problems Involving the Trigonometry of Right Triangles	solve problems involving right triangles, using the primary trigonometric ratios and the Pythagorean theorem;	Mathematics	22532	2473	1	1	232	0	4000	MPM2D1,MPM2D1I		1
32	MP10.C	MP10.C.3	C.3 - Solving Problems Involving the Trigonometry of Acute Triangles	solve problems involving acute triangles, using the sine law and the cosine law.	Mathematics	22532	2473	1	1	233	0	4000	MPM2D1,MPM2D1I		1
32	S9-12	MP9	Principles of Mathematics	Foundations of Mathematics	Mathematics	2205	1180	0	1	200	0	4000	MPM1D1,MPM1D1I		1
32	MP9	MP9.A	Strand: A - NUMBER SENSE AND ALGEBRA	NUMBER SENSE AND ALGEBRA	Mathematics	22532	2173	1	1	210	0	4000	MPM1D1,MPM1D1I	1	1
32	MP9.A	MP9.A.1	A.1 - Operating with Exponents	demonstrate an understanding of the exponent rules of multiplication and division, and apply them to simplify expressions;	Mathematics	22532	2473	1	1	211	0	4000	MPM1D1,MPM1D1I		1
32	MP9.A	MP9.A.2	A.2 - Manipulating Expressions and Solving Equations	manipulate numerical and polynomial expressions, and solve first-degree equations.	Mathematics	22532	2473	1	1	212	0	4000	MPM1D1,MPM1D1I		1
32	MP9	MP9.B	Strand: B - LINEAR RELATIONS	LINEAR RELATIONS	Mathematics	22532	2173	1	1	220	0	4000	MPM1D1,MPM1D1I	1	1
32	MP9.B	MP9.B.1	B.1 - Using Data Management to Investigate Relationships	apply data-management techniques to investigate relationships between two variables;	Mathematics	22532	2473	1	1	221	0	4000	MPM1D1,MPM1D1I		1
32	MP9.B	MP9.B.2	B.2 - Understanding Characteristics of Linear Relations	demonstrate an understanding of the characteristics of a linear relation;	Mathematics	22532	2473	1	1	222	0	4000	MPM1D1,MPM1D1I		1
32	MP9.B	MP9.B.3	B.3 - Connecting Various Representations of Linear Relations	connect various representations of a linear relation.	Mathematics	22532	2473	1	1	223	0	4000	MPM1D1,MPM1D1I		1
32	MP9	MP9.C	Strand: C - ANALYTIC GEOMETRY	QUADRATIC RELATIONS OF THE FORM y = ax2 + bx + c	Mathematics	22532	2173	1	1	230	0	4000	MPM1D1,MPM1D1I	1	1
32	MP9.C	MP9.C.1	C.1 - Investigating the Relationship Between the Equation of a Relation and the Shape of Its Graph	determine the relationship between the form of an equation and the shape of its graph with respect to linearity and non-linearity;	Mathematics	22532	2473	1	1	231	0	4000	MPM1D1,MPM1D1I		1
32	MP9.C	MP9.C.2	C.2 - Investigating the Properties of Slope	determine, through investigation, the properties of the slope and y-intercept of a linear relation;	Mathematics	22532	2473	1	1	232	0	4000	MPM1D1,MPM1D1I		1
32	MP9.C	MP9.C.3	C.3 - Using the Properties of Linear Relations to Solve Problems	solve problems involving linear relations.	Mathematics	22532	2473	1	1	233	0	4000	MPM1D1,MPM1D1I		1
32	MP9	MP9.D	Strand: D - MEASUREMENT AND GEOMETRY	MEASUREMENT AND GEOMETRY	Mathematics	22532	2173	1	1	240	0	4000	MPM1D1,MPM1D1I	1	1
32	MP9.D	MP9.D.1	D.1 - Investigating the Optimal Values of Measurements	determine, through investigation, the optimal values of various measurements;	Mathematics	22532	2473	1	1	241	0	4000	MPM1D1,MPM1D1I		1
32	MP9.D	MP9.D.2	D.2 - Solving Problems Involving Perimeter, Area, Surface Area, and Volume	solve problems involving the measurements of two-dimensional shapes and the surface areas and volumes of three-dimensional figures;	Mathematics	22532	2473	1	1	242	0	4000	MPM1D1,MPM1D1I		1
